patent_id	claim_sequence	claim_text	dependent	claim_number	exemplary
RE48909	1	2. A method for the selective amplification and detection of at least one target nucleic acid sequence from a nucleic acid sample, said method comprising the steps of: (a) treating a nucleic acid sample comprising a target nucleic acid sequence with a tagged oligonucleotide comprising first and second regions, said first region comprising a target hybridizing sequence which hybridizes to a 3′-end of said target nucleic acid sequence and said second region comprising a tag sequence situated 5′ to said target hybridizing sequence, wherein said second region does not stably hybridize to a target nucleic acid containing said target nucleic acid sequence; (b) reducing in said nucleic acid sample the effective concentration of unhybridized tagged oligonucleotide having an active form in which a target hybridizing sequence of said unhybridized tagged oligonucleotide is available for hybridization to said target nucleic acid sequence; (c) after step (b), initiating a nucleic acid polymerase dependent primer extension reaction from the 3′ end of the tagged oligonucleotide hybridized to the target nucleic acid, thereby producing an extension product; (d) separating the primer extension product from the target nucleic acid; and (e) producing amplification products in a nucleic acid amplification reaction using first and second oligonucleotides, wherein said first oligonucleotide comprises a hybridizing sequence which hybridizes to a 3′-end of the complement of said target nucleic acid sequence and said second oligonucleotide comprises a hybridizing sequence which hybridizes to the complement of said tag sequence, wherein said second oligonucleotide does stably hybridize to said target nucleic acid, and wherein each of said amplification products comprises a base sequence which is substantially identical or complementary to the base sequence of said target nucleic acid sequence and further comprises a base sequence which is substantially identical or complementary to all or a portion of said tag sequence; and (f) detecting in a real-time detection reaction the amplification products generated in step (e), wherein the real-time detection reaction is a continuous reaction that occurs during the amplification reaction.		2	0
RE48909	2	3. The method of claim 1 , where the target nucleic acid sequence is immobilized on a solid support during step (b).	claim 1	3	0
RE48909	3	4. The method of claim 1 , wherein step (b) comprises removing unhybridized tagged oligonucleotide from the nucleic acid sample.	claim 1	4	0
RE48909	4	5. The method of claim 1 , wherein the nucleic acid amplification reaction is a transcription-based amplification reaction.	claim 1	5	0
RE48909	5	6. The method of claim 5 , wherein the transcription-based amplification reaction is TMA.	claim 5	6	0
RE48909	6	7. The method of claim 5 , wherein the first oligonucleotide comprises a promoter for an RNA polymerase which is situated 5′ to the hybridizing sequence.	claim 5	7	0
RE48909	7	8. The method of claim 7 , wherein the first oligonucleotide is modified to prevent initiation of DNA synthesis therefrom.	claim 7	8	0
RE48909	8	9. The method of claim 5 , wherein the second oligonucleotide comprises a promoter for an RNA polymerase which is situated 5′ to the hybridizing sequence, and wherein the tagged oligonucleotide further comprises a promoter for an RNA polymerase which is situated 5′ to the second region.	claim 5	9	0
RE48909	9	10. The method of claim 1 , wherein the probe comprises a label.	claim 1	10	0
RE48909	10	11. The method of claim 10 , wherein the label is a fluorescent label or a chemiluminescent label.	claim 10	11	0
RE48909	11	12. The method of claim 10 , wherein the probe comprises interacting labels which emit different signals depending on whether the probe is hybridized to its target sequence.	claim 10	12	0
RE48909	12	13. The method of claim 2 , wherein the conditions of the nucleic acid amplification reaction are isothermal.	claim 2	13	0
RE48909	13	14. The method of claim 13 , wherein the nucleic acid amplification reaction is a transcription-based amplification reaction.	claim 13	14	0
RE48909	14	15. The method of claim 14 , wherein the transcription-based amplification reaction is TMA.	claim 14	15	0
RE48909	15	16. The method of claim 2 , wherein the amplification reaction is a PCR reaction.	claim 2	16	0
RE48909	16	17. The method of claim 2 , wherein the amplification products are detected through the use of a self-hybridizing probe.	claim 2	17	0
RE48909	17	18. The method of claim 17 , wherein the self-hybridizing probe is a molecular torch or a molecular beacon.	claim 17	18	0
RE48909	18	19. The method of claim 14 , wherein the amplification products are detected through the use of a self-hybridizing probe.	claim 14	19	0
RE48909	19	20. The method of claim 19 , wherein the self-hybridizing probe is a molecular torch or a molecular beacon.	claim 19	20	0
RE48909	20	21. The method of claim 10, wherein the label is acridinium.		21	0
RE48910	0	1. A vented soffit panel comprising: a first panel section; a second panel section; and a three-walled vent channel positioned between the first and second panel sections, the vent channel defined by a first sidewall extending from the first panel section at a first acute angle relative to the first panel section, a second sidewall extending from the second panel section at a second acute angle relative to the second panel section, and a top wall extending between the first sidewall and the second sidewall, a third acute angle between the top wall and the first sidewall and a fourth acute angle between the top wall and the second side wall; a first row of holes through the top wall disposed above and overlapping the first panel section, the first angle, second angle, third angle and fourth angle being substantially equal and defining a dovetail geometry of the three-walled vent channel such that the first row of holes is obscured from view by at least one of the first and second panel sections; and a second row of holes through the first sidewall.		1	0
RE48910	1	2. The vented soffit panel of claim 1 wherein the first and second sidewalls each include at least two rows of holes.	claim 1	2	0
RE48910	2	3. The vented soffit panel of claim 1 wherein the channel has a height and the top wall has an overall width that is at least three times the height of the channel.	claim 1	3	0
RE48910	3	4. The vented soffit panel of claim 1 wherein the acute angles are each in the range of about 15-40 degrees.	claim 1	4	0
RE48910	4	5. The vented soffit panel of claim 1 , comprising: a third row of holes through the top wall disposed above and overlapping the second panel section, the first angle, second angle, third angle and fourth angle defining the dovetail geometry of the three-walled vent channel such that the third row of holes is obscured from view by the second panel section; and a fourth row of holes through the second sidewall.	claim 1	5	0
RE48910	5	6. The vented soffit panel of claim 5 , wherein the holes each have a diameter in the range of about 0.080 to 0.100 inches and the first row of holes is offset from the third row of holes such that the spacing between the holes in each row is in the range of about 0.15-0.30 inches and the spacing between the first row holes and the third row of holes is in the range of about 0.10-0.20 inches.	claim 5	6	0
